headline_text,source,time_stamp,label
Matt Gaetz’s claim that ‘travel records’ debunk the allegations against him,washingtonpost.com,2021-04-01T07:00:08Z,0
"Covid-19 live updates: U.S. coronavirus fatalities gave nation highest-ever death toll in 2020, CDC says",washingtonpost.com,2021-04-01T06:09:18Z,0
Carolyn Hax: She’s not charmed by boyfriend’s unwanted gift,washingtonpost.com,2021-04-01T04:00:00Z,0
"Vaccination rates are rising, but so are covid cases",washingtonpost.com,2021-04-01T04:00:00Z,0
Miss Manners: Run your B&B like the business it is - The Washington Post,washingtonpost.com,2021-04-01T04:00:00Z,0
"Hong Kong court finds veteran pro-democracy activists, most over 60, guilty of unauthorized assembly",washingtonpost.com,2021-04-01T03:13:17Z,0
"In new memoir, Hunter Biden chronicles addictions and defends time on Ukraine company board",washingtonpost.com,2021-04-01T01:09:12Z,0
"'Healing' crystals having pandemic moment, but science says they're just pretty rocks...",washingtonpost.com,2021-04-01T00:04:37Z,0
New York authorities file hate-crime charges in attack on Asian American woman - The Washington Post,washingtonpost.com,2021-04-01T00:02:00Z,0
"Derek Chauvin defends restraint of George Floyd in newly disclosed body-cam video, saying he was ‘probably on something’ - The Washington Post",washingtonpost.com,2021-03-31T23:59:00Z,0
Inside the 144-hour scramble to free the giant ship stuck in the Suez Canal,washingtonpost.com,2021-03-31T23:39:33Z,0
Johnson & Johnson vaccine production problems at Emergent plant in Baltimore,washingtonpost.com,2021-03-31T23:20:50Z,0
"At the Capitol, National Guard troops reflect on their historic role",washingtonpost.com,2021-03-31T23:20:29Z,0
Gaetz investigation complicated by overture to his father about ex-FBI agent who went missing - The Washington Post,washingtonpost.com,2021-03-31T23:17:00Z,0
The infrastructure plan is Exhibit A in the paradox of Bidenism,washingtonpost.com,2021-03-31T23:07:49Z,0
GAETZ SEX PROBE 'COMPLICATED',washingtonpost.com,2021-03-31T22:04:37Z,0
"A Nationals player tests positive for coronavirus, four others in quarantine on eve of opener",washingtonpost.com,2021-03-31T21:59:07Z,0
Republicans may be drawing the Trump/White-working-class arrow backwards,washingtonpost.com,2021-03-31T21:29:32Z,0
"PM Update: Some more showers tonight, plus it’s turning cold and windy with time",washingtonpost.com,2021-03-31T20:55:56Z,0
"Coca-Cola, Delta Air Lines, Atlanta Falcons push back against Georgia voting law",washingtonpost.com,2021-03-31T20:45:17Z,0
"Iowa Democrat drops attempt to contest House race, citing ‘toxic campaign of political disinformation’",washingtonpost.com,2021-03-31T20:25:00Z,0
"As militants overrun Mozambique oil town, fears rise of 'humanitarian catastrophe'",washingtonpost.com,2021-03-31T19:40:17Z,0
These are the top weather photos of 2020,washingtonpost.com,2021-03-31T19:30:33Z,0
Microsoft wins multibillion-dollar Army contract for augmented reality headsets,washingtonpost.com,2021-03-31T19:28:38Z,0
"Actually, the data don’t suggest anything unusual about Florida’s excess death toll",washingtonpost.com,2021-03-31T19:18:48Z,0
What the hardworking women at massage businesses do for the people who know them best - The Washington Post,washingtonpost.com,2021-03-31T19:17:00Z,0
Why Madison Cawthorn’s hypocrisy should have Democrats celebrating,washingtonpost.com,2021-03-31T19:15:37Z,0
FLASHBACK - G. GORDON LIDDY AND THE MYSTERY WITNESS,washingtonpost.com,2021-03-31T18:54:07Z,0
Matt Gaetz pulls Tucker Carlson into his mess,washingtonpost.com,2021-03-31T18:51:09Z,0
The starting rotation remains Washington’s foundation — and its greatest hope,washingtonpost.com,2021-03-31T18:30:37Z,0
Supreme Court skeptical of NCAA’s case for withholding benefits from student athletes,washingtonpost.com,2021-03-31T18:15:17Z,0
Biden’s infrastructure plan aims to turbocharge U.S. shift from fossil fuels,washingtonpost.com,2021-03-31T18:14:44Z,0
"Strong late-season cold front surges across eastern U.S., with hard freeze and even snow for some",washingtonpost.com,2021-03-31T17:35:19Z,0
Carolyn Hax Live (April 2 | 12 p.m. ET),washingtonpost.com,2021-03-31T17:25:48Z,0
The complicated geography of vaccine hesitancy,washingtonpost.com,2021-03-31T17:23:06Z,0
Key takeaways from Biden’s $2 trillion infrastructure plan,washingtonpost.com,2021-03-31T17:12:22Z,0
Jailed Russian opposition leader Navalny declares hunger strike,washingtonpost.com,2021-03-31T17:03:20Z,0
Filipinos are cycling their way through the pandemic,washingtonpost.com,2021-03-31T16:56:45Z,0
"Russia unveils world's first coronavirus vaccine for dogs, cats and other animals",washingtonpost.com,2021-03-31T16:46:14Z,0
"Solar cars, wind farms and cactus in trouble",washingtonpost.com,2021-03-31T16:41:20Z,0
Biden’s big bet: He’s found the kryptonite that will defeat Trumpism,washingtonpost.com,2021-03-31T16:34:22Z,0
"In the aftermath of civil war, contemporary Syrian art emphasizes not just loss, but resilience",washingtonpost.com,2021-03-31T16:26:44Z,0
Young witnesses in Derek Chauvin trial a reminder of the role of youth activists in protesting police violence,washingtonpost.com,2021-03-31T16:20:08Z,0
April outlook for Washington leans warm with near normal rainfall,washingtonpost.com,2021-03-31T16:15:38Z,0
Coronavirus vaccines are coming for kids — but studies have to be finished first,washingtonpost.com,2021-03-31T16:09:06Z,0
Critics will talk about the cost of infrastructure. Biden should stress its value.,washingtonpost.com,2021-03-31T15:54:39Z,0
D.C. United’s Paul Arriola returns early from Swansea City loan because of injury,washingtonpost.com,2021-03-31T15:44:51Z,0
Picture-perfect cherry blossoms at the Tidal Basin as rough weather looms ahead,washingtonpost.com,2021-03-31T15:00:00Z,0
EPA dismisses dozens of key science advisers picked under Trump - The Washington Post,washingtonpost.com,2021-03-31T15:00:00Z,0
Get an edge in your Oscars pool with this guide to the 2021 Oscar shorts,washingtonpost.com,2021-03-31T14:59:32Z,0
What Biden’s judicial picks tell us,washingtonpost.com,2021-03-31T14:30:29Z,0
"The Matt Gaetz allegation, explained",washingtonpost.com,2021-03-31T14:20:17Z,0
Biden’s new plan has united Democrats. Here’s why it probably won’t last.,washingtonpost.com,2021-03-31T14:15:12Z,0
"The Suez Canal ship is free, but the shipping industry's 'humanitarian crisis' isn't over",washingtonpost.com,2021-03-31T14:09:21Z,0
Michelle Pfeiffer reigns over flawed ‘French Exit’ with mesmerizing hauteur,washingtonpost.com,2021-03-31T14:00:00Z,0
George Will’s 2021 Opening Day Quiz,washingtonpost.com,2021-03-31T13:20:53Z,0
What’s in Biden’s $2 trillion jobs and infrastructure plan? - Washington Post,washingtonpost.com,2021-03-31T12:58:00Z,0
"Peter Navarro warned Trump on virus supply shortages, then pursued deals worth more than $1 billion.",washingtonpost.com,2021-03-31T12:31:18Z,0
Japanese star Hana Kimura likely took her own life after relentless trolling. The man who targeted her was just fined $81.,washingtonpost.com,2021-03-31T12:24:19Z,0
,washingtonpost.com,2021-03-31T12:15:37Z,0
There may be something better than a boycott to protest Georgia’s voting law,washingtonpost.com,2021-03-31T11:45:13Z,0
Live updates: Biden heading to Pittsburgh to pitch jobs plan focused on infrastructure and the climate,washingtonpost.com,2021-03-31T11:21:04Z,0
Tucker Carlson denies Gaetz claim that he met witness in FBI probes: ‘One of the weirdest interviews I’ve ever done’,washingtonpost.com,2021-03-31T11:18:04Z,0
Pine needles are a big business for mulch landscape,washingtonpost.com,2021-03-31T11:02:53Z,0
Cecil County Black activist Christine Givens demands officer be fired for arrest video - The Washington Post,washingtonpost.com,2021-03-31T11:02:35Z,0
White parents in D.C. talk a lot about racial justice. So why do they focus on majority-White schools?,washingtonpost.com,2021-03-31T11:00:08Z,0
"Trump gave drug companies win on prices, but Biden may roll it back",washingtonpost.com,2021-03-31T10:54:54Z,0
"Beijing pushes back at criticism of WHO coronavirus origin report, insists China shared data",washingtonpost.com,2021-03-31T10:30:54Z,0
"Five preposterously positive Nats predictions, including a Juan Soto Triple Crown",washingtonpost.com,2021-03-31T10:30:17Z,0
What to expect as Nationals Park reopens for fans this season,washingtonpost.com,2021-03-31T10:29:58Z,0
'I would kill to be harassed': Top Australia official reportedly joked about assault,washingtonpost.com,2021-03-31T10:02:05Z,0
How new cornerback William Jackson III fits into Washington’s defense,washingtonpost.com,2021-03-31T10:00:40Z,0
Biden returns to Pennsylvania to rally swing-state voters for massive new spending on roads and bridges,washingtonpost.com,2021-03-31T10:00:29Z,0
Ex-GOP official Joel Greenberg flaunted ties to Matt Gaetz. Then he was charged with child sex trafficking. - The Washington Post,washingtonpost.com,2021-03-31T09:59:00Z,0
"Tropical forests are fast disappearing, threatening world’s climate goals",washingtonpost.com,2021-03-31T09:30:59Z,0
These Nationals have plenty of strengths — and at least one glaring weakness,washingtonpost.com,2021-03-31T09:30:11Z,0
D.C.-area forecast: Rain developing midday today; gusty winds tomorrow with wind chills in the 30s,washingtonpost.com,2021-03-31T09:00:08Z,0
"U.S. campaign against Huawei appears to be working, as Chinese tech giant loses sales outside its home market",washingtonpost.com,2021-03-31T08:05:47Z,0
The bogus claim that Democrats seek to register ‘illegal aliens’ to vote,washingtonpost.com,2021-03-31T07:00:36Z,0
All aboard Bus 70: Traveling a local Libyan route from war to hope and renewal,washingtonpost.com,2021-03-31T07:00:00Z,0
Two Capitol police officers sue Trump for ‘physical and emotional injuries’ suffered in riots - The Washington Post,washingtonpost.com,2021-03-31T04:04:00Z,0
Carolyn Hax: Hard to watch a mother play favorites,washingtonpost.com,2021-03-31T04:00:00Z,0
Biden's border 'crisis' has little to do with the border,washingtonpost.com,2021-03-31T04:00:00Z,0
"Pfizer says Covid-19 vaccine protection lasts at least six months, protects against variants",cnn.com,2021-04-01T10:45:20Z,0
Texas Highway Patrol trooper dies after being shot trying to help a driver,cnn.com,2021-04-01T10:43:56Z,0
"These Florida troopers thought they were making a traffic stop. Then, they helped deliver a baby",cnn.com,2021-04-01T10:37:31Z,0
"5 things to know for April 1: Coronavirus, White House, voter suppression, Russia & Ukraine, California shooting",cnn.com,2021-04-01T10:29:19Z,0
The famous artists behind history's greatest album covers,cnn.com,2021-04-01T10:18:11Z,0
Trump's own statements in old lawsuit could haunt him in a future criminal case,cnn.com,2021-04-01T10:05:24Z,0
Kamala Harris dives into migration diplomacy as GOP aims to make her the face of the border crisis,cnn.com,2021-04-01T10:04:31Z,0
The delightful vacation you can take from your chair,cnn.com,2021-04-01T10:03:45Z,0
Major League Baseball is back with a 162-game schedule and actual humans in the stands,cnn.com,2021-04-01T09:52:09Z,0
At least 20 mass shootings have taken place in the two weeks since the metro Atlanta spa attacks left 8 dead,cnn.com,2021-04-01T09:27:45Z,0
'This might really be the end': Utah Jazz players recall terrifying plane scare,cnn.com,2021-04-01T09:22:58Z,0
Will Joe Biden take his place alongside FDR and LBJ?,cnn.com,2021-04-01T09:13:29Z,0
Egypt's unreal 'snowy' mountains become a tourist hit,cnn.com,2021-04-01T08:54:23Z,0
The cause of Tiger Woods' crash has been determined but details yet to be released publicly,cnn.com,2021-04-01T08:49:27Z,0
3 behavioral psychology tips for weight loss,cnn.com,2021-04-01T08:36:56Z,0
3 behavioral psychology tips for weight loss,cnn.com,2021-04-01T08:36:56Z,0
Ingenuity Mars helicopter: The historic journey to fly on another planet,cnn.com,2021-04-01T08:23:39Z,0
"Trkgc Munich: Targeted by far right group, football club founded by Turkish immigrants looks to connect cultures",cnn.com,2021-04-01T08:03:28Z,0
Thousands of cases of a worrying variant have been reported in the US. These states have the highest numbers,cnn.com,2021-04-01T06:41:04Z,0
The latest on the coronavirus pandemic and vaccines,cnn.com,2021-04-01T06:31:27Z,0
Taiwan's TSMC is pouring $100 billion into chipmaking over the next three years,cnn.com,2021-04-01T05:29:55Z,0
A former Oklahoma officer has been found guilty of murdering his police chief during a conference in Florida,cnn.com,2021-04-01T05:14:18Z,0
Asia's first 'travel bubble' opens between Taiwan and Palau,cnn.com,2021-04-01T04:43:29Z,0
Corporate giants bow to pressure in Georgia voting law backlash,cnn.com,2021-04-01T04:04:51Z,0
"Multiple victims found at the scene of a deadly shooting in Orange, California, police say",cnn.com,2021-04-01T03:55:37Z,0
Australia marks quietest fire season in a decade,cnn.com,2021-04-01T03:42:20Z,0
Biden's new plan is an unfocused spending spree,cnn.com,2021-04-01T03:41:24Z,0
Manufacturing moonshot: How Pfizer makes its millions of Covid-19 vaccine doses,cnn.com,2021-04-01T02:22:18Z,0
Top US national security officials call counterparts as Russia and Ukraine tensions rise,cnn.com,2021-04-01T00:54:18Z,0
America's next Covid-19 culture war is here,cnn.com,2021-04-01T00:35:14Z,0
The first Korean American first lady in the US: We will not stand silent any more,cnn.com,2021-04-01T00:27:47Z,0
Brown University undergraduates vote for reparations for descendants of enslaved people,cnn.com,2021-04-01T00:22:18Z,0
Opinion: Witnesses make a devastating case against Derek Chauvin and a history of injustice,cnn.com,2021-04-01T00:02:09Z,0
Volkswagen could end up in hot water over its 'Voltswagen' marketing stunt,cnn.com,2021-03-31T23:39:01Z,0
'Quality' issue at Baltimore vaccine plant delays some of Johnson & Johnson's vaccine,cnn.com,2021-03-31T23:23:56Z,0
How America's all-volunteer force reshaped the military -- and the country,cnn.com,2021-03-31T23:15:44Z,0
A teacher resigned after her racist rant stereotyping Black families during a Zoom call was recorded by a parent,cnn.com,2021-03-31T23:14:26Z,0
"At Derek Chauvin's murder trial, echoes of guilt over George Floyd's death",cnn.com,2021-03-31T22:55:54Z,0
Biden officials urge states to 'buckle down' amid virus resurgence but avoid issuing federal guidance,cnn.com,2021-03-31T22:41:02Z,0
Former Intelligence analyst pleads guilty to disclosing classified information to reporter,cnn.com,2021-03-31T22:40:16Z,0
The perfect answer to four years of Trump: Biden's ambitious jobs plan,cnn.com,2021-03-31T22:37:36Z,0
Senate Republicans already have a Donald Trump problem,cnn.com,2021-03-31T22:32:46Z,0
"Covid-19 led to a global increase in stillbirths, maternal mortality, and depression, review finds",cnn.com,2021-03-31T22:32:42Z,0
Biden marks International Transgender Day of Visibility with first-ever presidential proclamation of its kind,cnn.com,2021-03-31T21:31:39Z,0
"Myanmar junta offers ceasefire to some, as UN envoy warns of 'bloodbath'",cnn.com,2021-03-31T21:06:05Z,0
"Taxpayers who already filed returns will automatically get stimulus break on unemployment benefits, IRS says",cnn.com,2021-03-31T21:02:00Z,0
The best humidifiers of 2021,cnn.com,2021-03-31T20:49:58Z,0
What to expect when you're expecting so much from the Quad,cnn.com,2021-03-31T20:40:47Z,0
"In Georgia, will courts leave the fox in charge of the hen house?",cnn.com,2021-03-31T20:30:28Z,0
Iowa Democrat announces decision to withdraw effort to contest House race,cnn.com,2021-03-31T20:24:33Z,0
"Earn up to 100,000 bonus miles with the Capital One Venture credit card",cnn.com,2021-03-31T20:00:23Z,0
"Tucker Carlson livid after Rep. Matt Gaetz tries to rope him into controversy, source says",cnn.com,2021-03-31T19:28:34Z,0
Body cam video of police interaction with 5-year-old shows 'every adult in this situation failed this child',cnn.com,2021-03-31T19:20:36Z,0
Biden set to convene his Cabinet in-person for the first time on Thursday,cnn.com,2021-03-31T19:09:45Z,0
DHS to propose 'cyber response and recovery fund' for state and local governments,cnn.com,2021-03-31T19:03:19Z,0
Biden to unveil massive infrastructure plan,cnn.com,2021-03-31T18:54:46Z,0
"US on track to encounter record 2 million migrants on the southern border, government estimates show",cnn.com,2021-03-31T18:44:55Z,0
Fact check: What the new Georgia elections law actually does,cnn.com,2021-03-31T18:41:02Z,0
A glimmer of light for world action against the next pandemic,cnn.com,2021-03-31T18:32:13Z,0
"Treat yourself to a massage at home with these exclusive, one-day Theragun bundle discounts",cnn.com,2021-03-31T18:08:58Z,0
Why an infrastructure bill could help jobs bounce back faster,cnn.com,2021-03-31T18:06:40Z,0
"Lab leak Covid-19 theory is like something out of a comic book, virologist says",cnn.com,2021-03-31T18:02:39Z,0
"A meteorite exploded in the air above Antarctica 430,000 years ago",cnn.com,2021-03-31T18:00:31Z,0
How Biden's infrastructure plan could create a jobs boom — in fossil fuels,cnn.com,2021-03-31T17:55:31Z,0
Hillary Clinton backs repealing the filibuster for voting rights bills,cnn.com,2021-03-31T17:47:43Z,0
"A rider was ejected from a Gatlinburg, Tennessee, roller coaster and flung onto the tracks",cnn.com,2021-03-31T17:42:40Z,0
'Made for Love' joins series probing the darker side of our high-tech future,cnn.com,2021-03-31T17:35:28Z,0
"Indigenous women's group raided by illegal miners, says federal prosecutor",cnn.com,2021-03-31T17:24:13Z,0
Yeti's new line of luggage is perfect for your next adventure,cnn.com,2021-03-31T17:04:10Z,0
Inside Cuba's race to vaccine sovereignty,cnn.com,2021-03-31T16:56:55Z,0
Virgin Galactic unveils mirror-coated space plane known as 'Spaceship III',cnn.com,2021-03-31T16:55:34Z,0
Amy Winehouse's mother wants to reshape her legacy in a new documentary,cnn.com,2021-03-31T16:39:58Z,0
Raising this tax would make the ultra-rich pay their fair share,cnn.com,2021-03-31T16:32:55Z,0
The one *big* problem with Matt Gaetz's explanation,cnn.com,2021-03-31T16:04:04Z,0
Ring's latest video doorbell is a must-have if you're serious about security,cnn.com,2021-03-31T16:00:57Z,0
Paint Your Life turns your memories into works of art,cnn.com,2021-03-31T15:33:14Z,0
US receives $335M from Sudan for victims of terrorist attacks,cnn.com,2021-03-31T15:17:59Z,0
"The best sales to shop today: Jabra, Case-Mate, Roomba and more",cnn.com,2021-03-31T15:12:07Z,0
18 purses under $100 that fashion insiders are obsessed with,cnn.com,2021-03-31T15:06:45Z,0
Amanda Kloots marks anniversary of taking Nick Cordero to hospital for Covid-19,cnn.com,2021-03-31T15:04:00Z,0
"Covid-19 was third leading cause of death last year, CDC confirms in early data",cnn.com,2021-03-31T15:00:13Z,0
Two US counties to become testing grounds for regular at-home Covid-19 tests,cnn.com,2021-03-31T14:57:02Z,0
"Kevin Durant accused of using homophobic, misogynistic slurs in private messages with actor Michael Rapaport",cnn.com,2021-03-31T14:42:34Z,0
"New documents show Trump officials' 'haphazard and ineffective' approach to procuring PPE at start of pandemic, House committee says",cnn.com,2021-03-31T14:40:55Z,0
Airplane cabin concepts that could change flying: Crystal Cabin Awards 2020,cnn.com,2021-03-31T14:22:31Z,0
Vietnam sentences flight attendant for spreading coronavirus,cnn.com,2021-03-31T14:20:56Z,0
It's not too late to refinance your mortgage — but here's how to move quickly,cnn.com,2021-03-31T14:00:25Z,0
Georgia-based companies face boycott calls over voting bill,cnn.com,2021-03-31T13:54:46Z,0
Russia registers world's first Covid-19 vaccine for animals,cnn.com,2021-03-31T13:48:17Z,0
CNN Medical Analyst: Why I'm glad I took part in vaccine trial,cnn.com,2021-03-31T13:30:42Z,0
Campaigners slam UK government report into racial disparities as a 'whitewash',cnn.com,2021-03-31T13:11:03Z,0
Derek Chauvin is on trial for George Floyd's death,cnn.com,2021-03-31T12:18:40Z,0
The military has long had an extremism problem. What will it do now to finally solve it?,cnn.com,2021-03-31T11:56:20Z,0
Silicon Valley is starting to bring workers back to the office,cnn.com,2021-03-31T11:54:33Z,0
Today is International Transgender Day of Visibility. Here's what you should know,cnn.com,2021-03-31T11:45:14Z,0
Gibraltar has vaccinated most of its adults. This is what it's like now,cnn.com,2021-03-31T11:34:36Z,0
How fruit influencers helped make Sumo Citrus a cult favorite,cnn.com,2021-03-31T11:14:12Z,0
Wall Street wants to know who will pay for Joe Biden's infrastructure bonanza,cnn.com,2021-03-31T10:57:35Z,0
"5 things to know for March 31: Coronavirus, voter suppression, Chauvin trial, infrastructure, Myanmar",cnn.com,2021-03-31T10:24:11Z,0
"Meghan and Harry weren't married before public wedding, archbishop says",cnn.com,2021-03-31T10:19:39Z,0
America is falling apart. It can't wait another decade to be rebuilt.,msnbc.com,2021-04-01T09:30:05Z,0
Transportation Secy. Buttigieg responds to Rep. Ocasio-Cortez calling for more infrastructure funding,msnbc.com,2021-04-01T03:18:42Z,0
How Lil Nas X is using the moral playbook of conservative Christians against them,msnbc.com,2021-03-31T19:23:44Z,0
"With ambitious new infrastructure plan, Biden isn't fooling around",msnbc.com,2021-03-31T18:08:54Z,0
Capitol Police veterans sue Trump over his role in Jan. 6 riot,msnbc.com,2021-03-31T15:44:06Z,0
New York court adds to Trump's legal troubles in Zervos case,msnbc.com,2021-03-31T14:32:38Z,0
Two lawsuits are challenging Georgia's new voting restrictions. Can they win?,msnbc.com,2021-03-31T13:48:55Z,0
House Republican touts elements of relief bill he voted to kill,msnbc.com,2021-03-31T13:47:08Z,0
Why the scandal surrounding the GOP's Matt Gaetz is so very odd,msnbc.com,2021-03-31T12:20:37Z,0
There's nothing for the GOP to hate about Biden's wind energy plan — yet,msnbc.com,2021-03-31T09:32:23Z,0
Pressure builds for Justice Breyer to retire from the Supreme Court,msnbc.com,2021-03-31T03:16:19Z,0
"Matt Gaetz should take his conspiracies to Newsmax, where they belong",msnbc.com,2021-03-30T19:22:03Z,0
Georgia GOP responds to mass shooting with bill to loosen gun laws,msnbc.com,2021-03-30T16:51:20Z,0
"Tuesday's Campaign Round-Up, 3.30.21",msnbc.com,2021-03-30T16:00:11Z,0
Biden steps up with a bold set of new judicial nominees,msnbc.com,2021-03-30T15:25:36Z,0
Why the latest shifts in American religiosity are so important,msnbc.com,2021-03-30T14:38:02Z,0
Trump fights former members of his own team in COVID blame game,msnbc.com,2021-03-30T13:25:20Z,0
Conservatives frustrated by popularity of Dems' voting-rights bill,msnbc.com,2021-03-30T12:46:26Z,0
"On voting restrictions, Florida seems eager to follow Georgia's lead",msnbc.com,2021-03-30T12:04:26Z,0
Chrissy Teigen conquered Twitter. Here's why she's leaving it for good.,msnbc.com,2021-03-30T09:30:54Z,0
Why Derek Chauvin's defense strategy may be more effective than people think,msnbc.com,2021-03-30T09:30:51Z,0
"To get around GOP filibusters, Schumer eyes new Senate gambit",msnbc.com,2021-03-29T19:27:53Z,0
The problem with the GOP's hypocrisy complaints about the filibuster,msnbc.com,2021-03-29T18:15:29Z,0
"Senator pines for the good ol' days, when Montana had 'homemade meth'",msnbc.com,2021-03-29T15:14:48Z,0
Jay Leno seems to now realize racist comedy is lazy. Do his colleagues?,msnbc.com,2021-03-29T14:15:19Z,0
"Congressional candidate moves to Texas, finds a new persona",msnbc.com,2021-03-29T14:03:35Z,0
Why one part of the Georgia Republicans' anti-voting law stands out,msnbc.com,2021-03-29T12:10:23Z,0
"Mitt Romney won the JFK ""Profile in Courage"" award because of his colleagues' cowardice",msnbc.com,2021-03-29T09:32:57Z,0
Can you be fired for calling Trump crazy? Why this psychiatrist is taking Yale to court,msnbc.com,2021-03-27T15:30:05Z,0
Why QAnon keeps finding new 'clues' to obsess over,msnbc.com,2021-03-27T09:30:26Z,0
"Ship stuck in the Suez Canal disrupts global trade, but makes good memes",msnbc.com,2021-03-27T03:30:06Z,0
"Evanston, Ill. has made a down payment for national Black reparations",msnbc.com,2021-03-26T19:58:03Z,0
"Even by GOP standards, Biden admin vaccine progress is impressive",msnbc.com,2021-03-26T18:45:37Z,0
Some very conservative judges made it easier for civilians to sue cops,msnbc.com,2021-03-26T17:51:05Z,0
Trump hosts the first of many 'Apprentice'-style Republican meetings,msnbc.com,2021-03-26T15:03:16Z,0
"Why a red state wants to ignore voters, reject Medicaid expansion",msnbc.com,2021-03-26T14:30:34Z,0
Why Trump became the latest Republican to defend Jan. 6 rioters,msnbc.com,2021-03-26T13:11:34Z,0
"With Georgia imposing radical voting restrictions, what happens now?",msnbc.com,2021-03-26T12:09:20Z,0
Whitewashing the filibuster erases its legacy of harming Black Americans,msnbc.com,2021-03-26T09:30:03Z,0
Biden's first press conference was substantive and thoughtful. Trump could never.,msnbc.com,2021-03-25T20:52:19Z,0
"Unemployment claims improve, drop below major threshold",msnbc.com,2021-03-25T20:50:08Z,0
Manchin makes his case against his party's democracy reform package,msnbc.com,2021-03-25T18:37:25Z,0
"7 right-wing myths, half-truths and lies about immigration that need to end",msnbc.com,2021-03-25T17:51:01Z,0
"As momentum shifts, the filibuster rule is running out of friends",msnbc.com,2021-03-25T15:37:04Z,0
Senate Republicans look for new ways to justify anti-voting efforts,msnbc.com,2021-03-25T13:26:13Z,0
The problem with one GOP senator's case against 'Souls to the Polls',msnbc.com,2021-03-25T12:06:16Z,0
"Slack just blurred the line between work and home even more. Thanks, I hate it.",msnbc.com,2021-03-25T09:45:11Z,0
How one woman could bring down Trump's empire,msnbc.com,2021-03-25T09:31:02Z,0
Congress has blocked science from researching gun violence. No more.,msnbc.com,2021-03-24T20:13:38Z,0
McConnell pretends GOP's voter-suppression efforts don't exist,msnbc.com,2021-03-24T16:45:59Z,0
"DeJoy unveils new USPS plan, sparks immediate pushback",msnbc.com,2021-03-24T15:51:00Z,0
Boulder banned assault-style weapons. A judge overturned it. A mass shooting happened.,msnbc.com,2021-03-24T15:02:53Z,0
"Despite reality, McConnell says filibuster has 'no racial history'",msnbc.com,2021-03-24T13:11:53Z,0
Gun sales are still mostly unregulated. Biden can change that.,msnbc.com,2021-03-24T09:30:00Z,0
The GOP is a lot of things. Colorado proves again pro-human life isn't one of them.,msnbc.com,2021-03-24T00:29:43Z,0
Sedition charges should be rare — but it's exactly what some Capitol rioters deserve,msnbc.com,2021-03-23T17:41:27Z,0
Ex-Trump lawyer: 'Reasonable people' wouldn't accept her fraud claims,msnbc.com,2021-03-23T17:39:41Z,0
"11 years later, the Affordable Care Act is getting the last laugh",msnbc.com,2021-03-23T16:02:30Z,0
Why is Florida's Ron DeSantis listening to Scott Atlas?,msnbc.com,2021-03-23T13:53:28Z,0
Why a former governor's comeback bid is making Republicans nervous,msnbc.com,2021-03-23T12:04:42Z,0
The conservative appeal of the royals and the Russians,msnbc.com,2021-03-23T09:36:04Z,0
Former Dem. Rep.: Losing seat is “much less important” than giving Americans health care coverage,msnbc.com,2021-03-23T07:13:18Z,0
Rep. Tim Ryan calls GOP lawmakers failure to honor Capitol police “shameful”,msnbc.com,2021-03-23T03:36:13Z,0
U.S. privacy laws are failing Katie Hill and other revenge porn survivors,msnbc.com,2021-03-22T21:37:10Z,0
"We all watched George Floyd's death. In Chauvin's trial, what more could a jury need?",msnbc.com,2021-03-22T18:54:05Z,0
Why voting restrictions have become Republicans' 'unifying mission',msnbc.com,2021-03-22T15:46:48Z,0
